cpf,idade,renda_anual,sexo
487.512.630-17,26,425379,Masculino
137.285.904-79,30,282141,Masculino
983.542.617-19,30,161833,Masculino
743.210.659-25,48,153667,Feminino
165.239.740-06,50,193928,Masculino
521.073.698-95,36,443810,Masculino
026.714.983-22,37,325846,Masculino
609.317.245-70,46,395183,Feminino
653.480.729-74,40,334991,Masculino
652.479.308-00,36,114412,Masculino
923.815.764-28,31,318952,Masculino
392.481.570-41,35,305128,Masculino
537.698.204-10,31,407848,Masculino
260.485.739-10,33,397585,Masculino
560.391.874-84,33,372084,Masculino
023.457.981-14,29,382529,Feminino
179.238.640-04,28,160125,Feminino
695.287.034-29,41,369089,Masculino
054.793.682-65,34,422286,Masculino
364.902.517-52,44,448426,Masculino
139.726.085-86,29,207689,Masculino
791.836.420-13,33,401821,Masculino
491.670.328-69,27,270459,Masculino
513.249.807-88,29,278693,Masculino
573.681.924-46,36,266309,Feminino
132.486.750-71,36,344809,Masculino
345.602.798-29,34,219408,Masculino
173.685.249-37,34,164443,Masculino
528.694.107-94,33,331240,Feminino
932.057.861-30,44,142269,Masculino
620.745.189-94,39,483495,Feminino
415.308.762-90,32,353398,Masculino
023.716.594-52,33,341602,Masculino
514.806.729-20,36,231943,Masculino
732.516.094-16,29,249552,Masculino
387.294.506-83,47,155226,Masculino
679.852.314-55,26,375825,Masculino
236.071.459-70,50,201633,Masculino
218.306.947-31,39,499140,Masculino
085.147.392-04,25,188163,Masculino
710.659.284-67,33,177511,Masculino
981.540.267-67,37,98778,Masculino
258.017.693-40,51,229625,Masculino
036.427.581-26,33,383646,Masculino
126.759.084-01,42,193136,Feminino
137.804.295-60,27,457410,Feminino
392.061.785-12,34,352432,Feminino
560.873.124-71,41,444187,Feminino
398.256.401-89,43,263976,Masculino
713.945.086-20,37,187494,Masculino
120.853.469-60,51,478142,Feminino
954.827.601-11,26,288517,Masculino
017.954.863-84,26,145845,Masculino
354.690.182-70,33,468677,Feminino
780.542.631-71,31,268859,Masculino
960.475.213-80,34,387860,Masculino
961.430.582-70,39,205228,Masculino
081.723.594-97,34,327952,Masculino
876.390.421-78,27,410173,Masculino
923.746.051-16,35,397596,Masculino
840.973.625-00,41,216958,Masculino
758.142.936-91,29,87179,Masculino
576.018.942-58,48,215993,Masculino
325.174.908-05,36,290473,Feminino
136.754.890-00,28,361591,Masculino
549.861.273-73,31,136157,Feminino
839.605.147-00,34,162789,Masculino
054.712.368-07,33,301867,Masculino
708.291.356-77,35,344544,Masculino
012.968.345-06,34,428323,Masculino
159.370.286-86,29,129472,Masculino
502.816.473-80,39,230144,Masculino
508.364.927-65,27,176009,Masculino
397.268.054-65,34,201248,Feminino
275.910.386-21,34,89247,Masculino
965.170.842-58,31,362452,Masculino
541.687.392-28,36,121062,Masculino
142.830.576-90,43,308513,Masculino
305.246.917-70,31,367521,Masculino
075.814.962-01,41,222481,Masculino
621.387.045-80,43,285227,Masculino
419.563.827-55,40,240590,Masculino
128.356.049-60,36,131898,Masculino
841.502.397-97,30,429197,Masculino
436.852.190-06,26,147182,Feminino
320.791.468-31,37,255352,Masculino
540.398.712-60,34,255662,Masculino
980.135.276-03,41,297778,Masculino
589.213.740-60,34,420798,Masculino
536.042.791-43,29,141113,Feminino
970.651.238-12,40,157890,Feminino
840.657.139-00,33,458559,Masculino
621.073.584-35,32,148166,Masculino
902.865.347-38,48,99719,Masculino
358.916.472-73,40,108574,Feminino
568.423.971-46,28,418653,Feminino
921.087.463-31,31,409774,Masculino
439.578.610-39,37,361870,Masculino
236.750.419-99,37,479908,Masculino
681.952.074-30,48,402057,Masculino
287.413.569-00,35,119921,Masculino
973.501.428-97,35,439892,Masculino
364.975.801-66,37,480746,Masculino
012.579.486-01,33,425802,Feminino
809.135.247-60,34,440247,Masculino
536.142.980-51,37,261520,Masculino
185.673.042-53,35,270758,Masculino
304.159.762-43,30,164853,Masculino
093.268.154-98,29,326808,Feminino
618.534.729-64,47,99148,Masculino
572.143.690-52,41,476778,Masculino
427.916.503-34,26,451570,Masculino
902.458.736-00,48,324776,Masculino
816.907.243-31,36,272049,Feminino
140.329.765-70,29,400358,Masculino
579.201.643-70,43,342497,Masculino
829.607.543-10,34,339501,Feminino
156.403.978-10,33,376650,Masculino
829.401.375-79,42,166061,Masculino
279.804.516-94,41,91879,Masculino
913.742.860-87,28,137200,Masculino
741.895.620-76,40,385678,Masculino
618.027.359-68,41,497309,Feminino
619.230.854-33,30,81463,Masculino
293.618.470-31,39,280644,Masculino
160.345.782-80,39,414096,Feminino
463.819.527-09,32,122927,Masculino
547.013.928-04,28,210381,Feminino
574.691.803-20,37,101004,Masculino
325.096.781-59,25,463628,Masculino
938.654.270-65,33,122104,Feminino
976.401.528-01,30,499496,Masculino
712.643.908-31,35,447730,Masculino
589.346.270-00,50,175508,Masculino
981.570.462-11,42,240077,Feminino
163.429.780-69,37,413152,Masculino
978.510.324-23,27,401466,Feminino
635.740.281-80,30,162318,Feminino
015.984.637-48,25,467062,Masculino
716.342.598-82,28,176208,Masculino
852.174.903-14,48,140273,Masculino
361.904.258-60,55,343124,Masculino
397.160.582-68,53,411752,Feminino
376.421.059-16,34,360316,Feminino
134.609.782-87,29,326019,Feminino
029.436.758-65,55,425358,Masculino
628.713.504-26,26,388809,Masculino
694.785.203-00,36,265167,Feminino
918.350.726-40,40,410926,Masculino
642.893.107-96,43,120837,Masculino
475.692.813-73,39,265468,Masculino
716.395.240-61,36,488853,Masculino
974.830.256-38,36,268018,Masculino
789.403.612-96,34,190962,Feminino
628.305.917-12,31,256865,Masculino
580.634.792-38,35,357966,Masculino
602.183.759-21,25,88814,Feminino
852.417.306-80,31,465746,Masculino
510.438.976-66,51,442132,Masculino
127.390.685-30,29,220357,Feminino
940.268.135-33,44,301125,Feminino
268.405.139-98,33,304005,Masculino
579.608.423-29,35,414776,Masculino
325.769.841-00,30,129209,Masculino
387.091.642-78,34,469598,Feminino
127.683.540-07,37,265857,Masculino
865.042.739-10,26,104586,Masculino
826.914.053-89,42,202600,Feminino
653.271.049-07,34,370077,Masculino
308.647.125-53,25,84536,Feminino
465.913.207-25,34,460917,Masculino
041.365.297-16,27,86324,Masculino
306.859.472-38,43,329118,Masculino
106.274.953-70,47,96096,Masculino
649.018.537-75,50,168382,Masculino
369.452.710-99,27,177180,Feminino
395.248.167-09,42,213038,Feminino
170.628.359-86,50,259286,Masculino
178.234.095-50,35,126335,Masculino
857.921.304-50,31,230074,Masculino
054.172.638-26,37,444847,Masculino
130.279.864-22,34,358261,Masculino
152.873.049-60,26,404458,Masculino
845.163.072-35,33,145954,Masculino
941.826.730-69,35,483935,Feminino
170.248.569-20,37,455338,Masculino
938.016.254-51,39,268181,Masculino
458.376.291-73,37,379481,Masculino
702.649.183-04,32,439158,Masculino
397.081.246-13,31,425102,Masculino
861.792.054-85,30,422536,Masculino
673.421.908-96,35,234399,Masculino
049.523.176-25,41,342067,Masculino
370.192.548-88,41,454518,Feminino
237.946.580-00,28,303358,Masculino
548.109.672-20,25,410377,Feminino
320.867.145-80,40,313641,Masculino
734.856.901-39,33,157993,Feminino
692.540.173-61,41,398405,Masculino
053.941.867-66,33,349573,Masculino
401.582.397-41,28,337674,Feminino
423.897.651-73,33,419763,Masculino
354.687.190-10,32,169923,Masculino
136.502.879-86,34,435094,Masculino
340.697.185-75,33,140323,Masculino
164.578.920-94,36,221739,Masculino
123.657.940-25,35,278553,Masculino
790.253.648-29,51,153775,Masculino
526.934.810-15,51,284731,Masculino
973.041.865-93,30,221474,Masculino
839.605.714-10,25,411861,Masculino
207.163.854-90,36,104557,Masculino
385.109.247-32,31,227461,Masculino
670.389.524-47,34,435825,Masculino
017.243.589-79,48,469559,Masculino
093.127.654-34,25,361739,Masculino
316.792.580-95,33,173960,Masculino
239.610.785-21,29,215655,Masculino
718.369.425-91,31,190013,Masculino
305.489.621-89,32,152334,Masculino
369.780.542-83,46,463317,Masculino
614.293.780-69,25,186675,Masculino
758.230.964-29,37,96514,Feminino
529.378.610-59,42,313525,Feminino
235.486.179-64,40,244635,Feminino
468.952.071-20,28,451880,Masculino
927.165.038-77,25,391430,Feminino
386.410.725-35,43,332928,Feminino
206.975.134-16,46,198597,Masculino
417.832.965-00,54,438250,Masculino
759.026.384-29,28,167713,Masculino
063.159.842-15,44,131884,Masculino
149.375.602-80,28,480662,Feminino
058.796.324-74,42,98153,Feminino
059.128.437-50,34,490533,Masculino
135.782.094-14,28,466588,Masculino
570.942.361-07,40,213084,Masculino
469.173.582-82,27,315089,Masculino
573.940.216-61,30,178857,Feminino
729.148.350-60,39,424703,Masculino
074.291.836-03,36,87699,Feminino
401.596.327-06,33,265987,Feminino
936.720.148-69,28,246741,Masculino
392.684.057-92,30,301159,Masculino
935.748.602-00,27,315114,Feminino
143.257.860-07,36,189287,Masculino
782.036.514-53,31,275824,Masculino
673.285.901-30,39,289324,Feminino
795.382.410-88,30,495293,Masculino
930.741.526-99,33,266411,Masculino
467.531.208-07,34,212492,Masculino
301.278.694-50,25,214226,Masculino
261.903.874-03,28,254907,Masculino
617.508.924-30,48,291160,Feminino
290.851.647-02,35,437782,Masculino
921.643.805-33,36,185001,Masculino
391.254.068-33,36,434766,Feminino
286.190.475-58,31,292497,Masculino
956.183.270-40,35,457454,Masculino
178.420.956-20,29,276649,Feminino
730.815.296-03,30,144902,Masculino
390.568.471-39,25,197214,Feminino
790.514.328-79,31,250479,Masculino
850.761.243-17,30,178788,Masculino
912.307.648-87,33,380249,Masculino
015.932.478-50,28,82033,Feminino
234.861.790-04,42,391104,Feminino
012.748.635-62,37,334255,Masculino
093.751.486-10,39,146055,Masculino
297.486.503-83,31,282240,Masculino
873.045.219-88,43,306811,Feminino
406.153.879-93,29,277231,Feminino
163.589.027-68,34,430910,Masculino
817.049.635-75,35,261843,Masculino
895.021.346-05,34,469507,Masculino
587.046.921-01,39,363854,Masculino
672.093.548-83,45,139986,Masculino
253.049.761-34,25,444961,Masculino
734.619.052-16,36,111243,Masculino
924.715.860-58,37,430040,Masculino
974.051.328-04,34,198304,Masculino
594.362.817-73,53,303482,Feminino
368.205.791-95,30,343836,Feminino
658.231.740-71,27,131437,Masculino
637.285.940-83,32,192156,Masculino
627.830.149-04,51,273121,Masculino
849.627.530-29,26,397633,Masculino
160.397.845-39,28,265188,Masculino
567.418.329-55,50,220272,Masculino
394.507.681-10,25,239990,Masculino
341.528.670-35,37,253445,Masculino
247.106.359-43,48,297244,Masculino
692.845.370-29,49,408539,Masculino
618.234.597-73,43,475475,Feminino
481.362.509-60,39,114829,Masculino
980.215.473-32,27,448855,Feminino
954.623.801-51,30,171598,Masculino
603.217.584-71,50,117840,Masculino
506.781.432-26,36,434079,Masculino
781.624.530-08,36,171799,Masculino
137.564.098-48,29,425762,Masculino
429.386.751-19,37,494991,Masculino
405.263.879-47,25,198154,Masculino
872.540.619-11,30,460198,Masculino
684.037.591-93,31,212363,Masculino
798.206.134-69,32,166334,Masculino
731.208.964-03,28,208325,Masculino
290.351.786-02,34,391751,Masculino
867.413.925-64,40,273163,Masculino
869.437.502-83,36,172653,Masculino
701.268.354-62,34,328909,Masculino
089.754.216-94,27,426580,Masculino
716.593.280-12,30,301164,Masculino
359.086.247-56,28,294049,Masculino
093.852.471-23,28,404049,Feminino
173.502.496-16,42,378278,Masculino
257.931.684-19,39,376963,Masculino
607.938.514-75,33,238009,Feminino
371.290.485-14,27,401641,Masculino
045.876.321-71,34,476387,Masculino
721.048.956-85,30,155784,Masculino
934.156.702-52,35,493505,Masculino
524.038.679-00,48,411420,Masculino
489.372.061-96,52,312441,Masculino
349.702.158-04,35,116707,Masculino
341.792.856-73,33,340486,Masculino
846.072.159-02,35,222583,Feminino
240.758.693-00,29,180380,Masculino
618.430.752-53,36,314108,Masculino
193.064.572-43,39,415994,Feminino
471.298.506-20,36,89335,Masculino
564.091.327-43,28,417577,Masculino
835.402.671-07,39,450638,Masculino
965.413.078-57,48,265773,Masculino
324.075.689-74,35,243995,Feminino
487.013.962-69,33,461338,Masculino
056.823.794-38,34,325759,Masculino
093.275.864-92,51,219717,Masculino
752.146.903-80,31,287431,Masculino
205.934.816-15,36,111308,Feminino
350.642.791-16,50,275949,Masculino
134.697.580-93,35,208247,Masculino
593.467.201-07,49,301351,Masculino
412.593.670-61,40,172637,Masculino
250.314.987-14,25,339801,Masculino
163.529.874-19,30,489614,Masculino
783.945.162-46,32,447064,Masculino
785.063.491-84,29,92581,Masculino
239.176.045-07,29,444371,Feminino
637.054.829-47,27,96320,Masculino
306.794.281-78,42,159222,Masculino
521.439.680-51,40,277376,Masculino
195.876.320-95,26,288201,Masculino
762.840.135-07,31,218416,Masculino
864.932.751-64,52,245368,Masculino
863.051.249-06,39,158595,Feminino
956.420.137-34,30,135198,Masculino
437.986.521-55,33,165430,Masculino
536.279.084-65,28,479710,Feminino
592.670.381-68,35,392596,Masculino
319.045.872-32,25,209572,Masculino
586.907.431-20,37,172164,Masculino
186.940.752-02,35,223327,Masculino
087.349.162-96,33,121145,Masculino
714.068.235-62,31,438923,Masculino
409.361.527-61,33,429249,Masculino
786.243.019-04,42,323761,Masculino
815.346.902-98,27,465848,Feminino
130.894.675-93,37,87436,Feminino
936.715.048-20,32,320427,Feminino
849.605.132-33,33,447615,Masculino
815.023.649-05,28,107014,Feminino
029.478.316-40,32,259837,Masculino
290.457.368-29,28,368970,Feminino
758.249.613-28,30,158335,Masculino
768.012.493-04,34,95492,Masculino
851.694.730-01,39,430420,Masculino
158.496.723-46,26,478547,Masculino
517.634.280-44,35,401046,Masculino
497.316.058-00,31,247940,Masculino
687.342.091-31,37,261657,Masculino
845.312.769-73,32,114710,Masculino
964.013.275-61,28,171961,Masculino
536.472.108-62,34,236210,Feminino
042.963.718-78,33,427958,Masculino
102.864.759-01,40,164899,Feminino
053.619.847-01,32,264228,Masculino
129.584.673-09,33,365174,Masculino
651.237.049-06,40,433906,Masculino
386.927.501-40,30,282569,Feminino
347.058.126-62,27,330506,Feminino
786.135.249-82,25,361455,Feminino
869.205.347-38,32,334114,Masculino
756.234.981-91,47,368086,Masculino
264.805.917-20,34,365192,Masculino
465.972.380-10,32,305466,Masculino
314.982.075-88,31,278966,Masculino
702.983.651-03,37,283732,Masculino
591.027.634-43,33,316188,Masculino
983.521.460-33,33,412474,Masculino
150.793.642-70,40,100464,Masculino
769.234.085-47,33,191305,Masculino
579.410.628-01,30,304584,Feminino
904.213.856-42,32,169575,Masculino
758.460.392-00,31,197994,Masculino
605.873.214-07,26,104666,Feminino
710.645.923-25,37,426706,Feminino
860.423.195-15,36,473101,Masculino
320.481.579-04,29,107221,Masculino
531.478.092-50,32,105734,Feminino
216.093.578-68,36,236377,Masculino
231.567.408-53,33,86180,Masculino
416.735.089-01,28,396592,Masculino
789.534.061-10,45,280188,Masculino
547.106.283-35,41,390069,Masculino
832.519.760-95,26,458533,Masculino
132.548.697-37,53,129662,Masculino
930.271.458-60,40,316852,Masculino
637.204.198-78,40,411176,Masculino
805.247.931-23,34,329987,Feminino
028.641.975-02,34,400297,Masculino
192.568.403-24,37,417764,Masculino
138.950.467-01,28,165966,Feminino
295.701.386-02,33,170493,Masculino
170.489.362-31,32,432347,Masculino
974.036.128-50,32,190934,Feminino
379.421.508-79,33,144112,Masculino
590.814.362-60,28,449901,Masculino
876.013.542-53,27,209487,Masculino
805.641.397-93,54,98165,Feminino
529.014.873-60,29,452508,Masculino
301.752.948-79,34,450671,Masculino
501.237.689-77,25,374934,Feminino
238.794.056-38,32,193812,Feminino
015.247.693-80,26,274882,Feminino
348.512.976-37,53,394635,Masculino
328.106.754-90,34,456815,Masculino
197.860.524-20,47,435278,Masculino
350.276.918-40,31,244329,Feminino
085.134.692-89,53,400087,Masculino
614.730.259-07,33,478416,Masculino
958.271.063-21,29,479526,Masculino
984.073.261-78,39,140186,Masculino
968.740.512-02,35,133453,Feminino
409.573.816-20,30,271915,Masculino
718.460.925-58,25,377445,Masculino
569.408.172-20,39,116510,Feminino
261.045.937-80,42,168550,Masculino
843.170.962-69,42,348675,Feminino
940.162.357-07,25,340318,Feminino
789.205.134-14,35,114458,Masculino
719.483.526-64,50,431351,Masculino
765.093.218-40,39,478030,Masculino
912.845.307-79,32,437463,Feminino
965.230.187-68,32,353361,Masculino
435.167.829-19,34,273128,Masculino
530.248.967-83,37,419388,Masculino
427.135.089-32,48,194821,Masculino
287.194.530-60,42,340810,Masculino
014.283.695-89,37,144221,Masculino
850.927.163-12,30,320104,Masculino
601.453.792-99,36,289672,Masculino
430.859.672-65,35,331985,Masculino
916.740.538-00,34,191855,Masculino
923.685.410-98,35,105759,Feminino
496.832.105-89,29,129774,Masculino
381.607.529-03,39,407368,Masculino
596.014.237-61,32,148971,Masculino
028.976.451-30,28,301383,Feminino
837.125.694-91,47,287416,Masculino
364.259.078-00,29,350257,Masculino
643.819.075-66,26,385442,Masculino
701.428.369-31,34,130222,Masculino
095.714.283-88,34,209973,Masculino
092.835.647-74,34,85705,Masculino
056.327.981-86,27,300025,Feminino
650.438.927-65,37,283432,Masculino
634.752.908-47,25,173508,Masculino
627.304.591-70,37,304373,Masculino
568.912.473-73,27,251083,Masculino
528.349.760-74,28,489226,Masculino
820.394.176-13,41,280913,Feminino
852.963.017-30,33,228388,Masculino
985.437.261-82,32,158696,Feminino
926.430.785-00,43,430161,Masculino
681.523.907-12,41,346838,Masculino
891.643.075-57,30,137078,Masculino
605.183.947-00,34,105989,Feminino
893.715.640-75,36,499581,Masculino
261.407.385-71,29,356914,Feminino
543.762.018-71,36,129819,Masculino
879.146.502-85,30,107134,Masculino
146.829.753-82,34,394812,Masculino
957.246.183-46,30,496331,Feminino
819.463.072-03,32,350737,Masculino
265.843.901-60,37,461980,Masculino
039.175.426-25,47,284702,Masculino
214.786.390-40,30,483669,Masculino
096.348.217-31,45,327587,Masculino
709.148.632-31,34,456746,Feminino
783.065.921-40,31,269831,Masculino
571.602.438-62,40,348263,Masculino
786.021.594-20,25,131054,Masculino
249.053.671-07,31,318905,Masculino
356.718.942-55,34,223578,Masculino
126.394.805-70,41,295373,Masculino
573.189.246-64,26,412614,Masculino
786.501.432-53,29,440650,Masculino
281.705.963-86,39,435461,Masculino
927.835.046-00,30,176894,Feminino
938.067.145-84,54,368518,Masculino
354.172.609-16,27,244186,Masculino
376.891.250-77,41,296488,Masculino
790.162.584-85,26,381772,Masculino
970.416.238-31,29,197095,Masculino
761.409.352-61,34,252963,Masculino
578.302.916-59,44,85821,Feminino
539.816.724-37,39,159136,Masculino
832.946.507-10,50,140137,Masculino
354.901.687-57,33,335211,Masculino
491.032.687-13,48,307594,Masculino
678.041.325-90,28,270603,Masculino
497.130.682-03,39,267668,Feminino
392.867.045-00,26,208085,Masculino
602.519.837-30,32,235337,Masculino
786.153.204-62,35,326152,Feminino
435.671.092-43,30,383473,Masculino
958.273.410-88,34,216771,Masculino
493.208.657-10,37,207023,Masculino
573.962.081-30,35,241668,Feminino
019.428.573-14,41,333795,Masculino
285.369.104-70,33,445845,Masculino
957.436.180-20,36,331443,Masculino
918.640.273-04,40,406553,Masculino
463.759.210-07,29,302074,Masculino
412.380.567-17,29,323076,Masculino
302.968.417-22,33,182900,Masculino
801.769.435-01,34,116771,Masculino
163.478.092-22,41,387138,Masculino
265.140.893-05,34,288965,Feminino
186.352.079-12,40,180084,Masculino
907.543.128-79,30,489348,Masculino
072.863.149-04,49,126925,Masculino
584.926.137-00,42,389030,Masculino
314.726.590-07,34,246050,Masculino
916.057.842-49,35,497398,Feminino
452.793.810-04,32,264012,Masculino
056.473.812-35,30,460847,Masculino
269.783.041-31,26,124571,Masculino
469.120.573-06,37,235757,Masculino
590.237.418-97,36,341283,Feminino
094.263.851-42,47,184399,Masculino
789.614.350-00,33,92095,Masculino
657.890.243-00,41,413923,Masculino
276.958.031-03,40,347566,Feminino
137.690.284-22,39,362305,Masculino
924.870.361-50,32,313428,Masculino
930.142.578-50,35,364553,Masculino
097.823.415-41,42,450709,Masculino
513.689.724-46,39,419657,Masculino
124.036.759-70,34,81790,Masculino
805.679.134-57,30,278439,Feminino
431.780.625-80,55,335889,Masculino
749.368.510-00,35,320640,Masculino
406.837.219-50,33,342627,Masculino
964.752.810-85,35,385806,Masculino
653.210.487-62,33,339405,Masculino
964.825.310-24,27,375095,Masculino
541.739.260-06,29,137474,Masculino
104.392.758-14,25,219440,Masculino
612.895.307-77,51,469646,Masculino
167.230.549-70,52,374869,Feminino
637.218.459-19,42,410552,Masculino
725.980.163-86,41,385830,Masculino
523.869.041-05,30,121079,Masculino
347.506.298-47,27,246338,Masculino
831.972.540-23,45,440385,Feminino
387.521.046-80,28,494786,Masculino
859.420.716-67,33,287231,Masculino
910.372.546-43,30,168482,Masculino
138.029.574-23,35,188533,Masculino
521.794.308-41,28,178584,Masculino
306.421.859-05,25,372928,Masculino
973.165.408-93,47,248427,Feminino
068.139.527-30,29,142404,Feminino
381.604.759-93,34,150402,Masculino
350.728.964-47,33,452957,Feminino
820.159.764-85,36,294936,Masculino
867.321.045-35,30,211092,Masculino
027.148.639-22,25,159525,Masculino
945.130.268-98,44,268186,Masculino
846.079.523-38,28,281973,Masculino
946.720.153-43,34,387171,Feminino
403.825.791-60,33,445419,Feminino
783.426.105-35,28,158530,Masculino
635.941.087-75,35,176197,Masculino
791.463.058-66,50,457920,Masculino
751.943.028-60,37,86636,Masculino
306.475.289-83,41,273484,Masculino
542.698.073-00,28,97942,Feminino
587.263.149-91,40,141537,Masculino
536.479.012-61,50,130205,Masculino
923.710.485-50,33,116401,Masculino
983.251.704-41,33,499029,Masculino
931.082.754-88,39,416470,Masculino
179.645.203-34,35,125166,Masculino
763.041.589-39,37,199363,Feminino
419.260.837-50,31,444101,Masculino
613.204.597-06,40,468473,Masculino
249.513.607-99,48,167895,Masculino
571.864.023-80,36,429083,Feminino
820.516.473-80,27,373461,Feminino
941.258.370-23,42,137608,Feminino
806.517.429-94,51,497130,Masculino
123.604.985-33,33,337941,Masculino
854.631.279-64,34,436599,Feminino
651.728.394-37,33,438346,Feminino
329.476.105-80,37,229576,Masculino
284.075.913-60,36,265995,Masculino
027.316.549-61,33,437183,Masculino
796.814.520-11,28,469429,Masculino
584.379.162-91,45,175393,Masculino
572.908.364-56,48,319096,Masculino
802.456.379-74,42,303264,Feminino
561.378.420-53,37,343283,Masculino
165.782.093-95,34,115190,Masculino
268.175.349-09,33,103031,Masculino
613.724.095-99,37,414319,Masculino
731.402.685-80,44,466083,Masculino
516.943.087-66,42,358392,Masculino
621.073.548-71,33,93170,Masculino
658.942.713-55,28,441597,Masculino
691.250.748-49,25,484894,Masculino
139.042.865-60,40,135942,Masculino
921.538.604-15,33,243912,Masculino
764.981.302-96,37,198675,Masculino
439.157.260-52,40,222098,Masculino
125.408.763-07,36,240626,Masculino
294.358.167-46,27,88302,Feminino
506.834.297-10,35,373194,Masculino
742.815.960-11,37,196826,Masculino
465.079.381-57,48,376599,Masculino
054.879.136-84,42,436527,Masculino
573.698.042-83,32,263847,Masculino
325.076.941-06,28,471796,Masculino
094.716.823-04,28,100299,Masculino
068.714.925-85,39,211115,Masculino
018.567.243-44,30,348767,Masculino
398.712.650-77,40,378965,Masculino
396.872.410-04,31,167303,Masculino
250.786.319-68,32,485304,Masculino
829.014.357-50,54,373114,Masculino
598.243.061-70,26,316626,Masculino
208.965.731-68,39,302486,Masculino
297.465.301-43,39,137530,Masculino
307.614.528-26,28,98594,Masculino
795.132.846-46,37,110092,Masculino
942.836.751-64,26,409773,Masculino
318.096.527-40,40,252462,Masculino
614.203.875-53,47,95095,Masculino
281.506.439-15,30,497828,Feminino
649.271.803-87,40,221172,Masculino
724.061.359-34,36,200872,Feminino
270.863.194-22,29,344299,Masculino
543.206.798-65,35,346489,Masculino
452.319.706-70,31,494524,Masculino
376.809.245-38,40,420376,Masculino
320.175.986-40,26,443509,Feminino
014.652.793-34,35,108020,Masculino
039.587.421-14,28,237925,Masculino
684.923.501-05,34,91260,Masculino
730.461.259-25,35,382295,Masculino
356.478.219-28,36,415588,Feminino
579.362.418-09,34,290106,Masculino
509.712.436-70,30,131675,Feminino
514.982.603-06,33,479548,Masculino
459.783.120-79,35,408509,Masculino
172.083.965-40,28,144392,Masculino
180.346.927-78,40,398190,Masculino
675.134.809-66,46,242193,Feminino
924.138.056-05,40,161576,Feminino
190.365.748-20,33,409828,Masculino
098.761.345-66,53,438069,Masculino
045.683.917-84,42,249566,Masculino
275.438.906-74,29,218124,Masculino
927.831.605-95,35,431058,Masculino
815.460.397-75,41,145632,Masculino
524.907.836-29,40,484829,Feminino
941.603.528-98,37,138030,Feminino
864.719.352-00,40,257225,Masculino
054.981.326-89,33,305603,Masculino
429.780.531-60,47,168567,Masculino
531.798.042-97,36,344742,Masculino
259.406.871-30,35,340624,Feminino
209.587.163-40,36,471483,Feminino
486.537.102-80,31,495504,Masculino
987.452.361-19,47,489394,Feminino
174.359.068-75,27,181303,Masculino
480.576.931-93,37,388144,Masculino
523.018.947-97,30,412260,Masculino
750.928.364-74,27,343667,Masculino
846.530.792-00,31,284280,Masculino
415.690.237-43,51,451822,Masculino
910.832.764-50,27,146307,Masculino
729.165.084-49,36,324291,Masculino
702.368.459-00,34,144406,Masculino
471.293.058-60,32,232938,Feminino
213.074.965-80,37,490475,Masculino
849.306.215-42,33,412155,Masculino
410.685.932-70,52,297903,Feminino
541.279.803-97,35,380276,Feminino
635.479.180-57,40,494154,Masculino
245.180.697-49,33,281047,Feminino
720.516.943-70,28,135282,Masculino
803.294.156-89,41,80503,Feminino
937.218.460-87,37,251475,Masculino
432.901.678-87,36,268679,Masculino
293.671.458-37,39,169437,Feminino
093.854.216-89,27,319615,Masculino
561.027.349-80,40,492016,Masculino
715.928.630-86,30,221293,Masculino
925.831.604-51,46,183944,Masculino
145.028.973-88,33,476563,Masculino
016.579.824-67,32,131419,Feminino
487.156.092-94,27,310770,Feminino
952.134.608-60,26,164936,Feminino
615.398.270-03,53,100164,Masculino
783.219.605-02,35,265668,Feminino
824.157.630-71,43,331150,Masculino
785.016.932-86,54,329948,Masculino
148.950.726-49,26,496077,Feminino
304.195.276-99,32,103580,Masculino
926.843.701-50,39,397745,Masculino
609.754.183-00,43,121221,Masculino
609.184.527-67,32,177257,Masculino
714.685.329-28,30,168269,Masculino
245.860.791-85,30,230529,Masculino
705.986.421-02,29,486795,Masculino
706.598.412-58,35,177094,Feminino
648.523.701-17,27,153492,Masculino
735.182.946-28,37,445001,Masculino
690.527.341-43,34,478473,Feminino
165.839.704-57,40,227146,Masculino
018.549.723-32,36,181695,Masculino
014.956.237-34,31,495453,Masculino
516.472.830-35,37,309719,Masculino
418.753.926-37,34,180065,Masculino
620.418.935-24,28,254401,Masculino
436.872.519-00,44,177604,Masculino
856.217.309-68,35,226428,Feminino
795.841.032-88,48,486285,Masculino
296.158.074-94,31,148260,Masculino
710.948.326-69,40,160578,Masculino
560.718.243-62,27,425130,Masculino
675.213.980-68,39,370221,Masculino
243.190.678-78,34,312545,Masculino
928.631.754-91,34,301930,Masculino
274.130.859-41,35,393866,Feminino
724.901.836-13,43,181784,Masculino
163.942.850-05,43,261201,Masculino
261.705.394-61,33,317577,Masculino
746.851.302-35,37,370201,Masculino
346.078.291-96,31,140119,Masculino
673.142.890-69,35,212404,Masculino
236.850.419-24,27,252145,Masculino
725.986.431-19,43,141099,Feminino
352.647.908-92,37,152821,Masculino
125.097.368-68,30,166678,Masculino
263.157.408-71,25,473976,Masculino
421.837.650-62,27,154844,Masculino
208.563.914-33,40,185350,Masculino
125.469.870-11,44,491049,Masculino
758.139.426-37,43,184650,Feminino
021.843.569-05,35,415714,Masculino
219.648.037-13,55,367943,Masculino
241.809.573-88,35,171076,Feminino
