cpf,hora,data,produto,preço,quantidade,filial,vendedor,operação,total
439.157.860-39,21:29,30/01/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
397.150.246-61,18:27,22/04/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,avista,"200000,0"
408.726.395-92,11:37,17/01/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
057.649.832-74,22:58,19/08/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
827.495.106-94,14:24,19/12/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
084.916.235-15,22:04,25/12/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
079.524.831-88,19:14,09/02/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,avista,"200000,0"
857.249.163-55,12:03,26/07/2023,BYD Song Pro,"250000,0",1,1,Erick,avista,"250000,0"
652.708.341-62,18:23,24/01/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,avista,"180000,0"
054.981.326-89,15:59,14/09/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
023.716.594-52,10:43,28/07/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
308.674.591-66,20:16,16/01/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
095.487.136-75,18:21,16/02/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
659.847.302-00,13:53,25/06/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
053.619.847-01,08:16,20/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
741.695.302-25,12:05,17/06/2023,BYD Tang,"300000,0",1,1,Lucas,avista,"300000,0"
867.521.430-80,15:35,28/06/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
524.907.836-29,19:17,13/08/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
596.781.324-19,16:40,06/03/2023,BYD Qin Pro,"200000,0",1,2,Erick,parcelado,"200000,0"
296.307.451-43,13:59,29/05/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
138.276.095-77,11:58,11/05/2023,BYD Song Pro,"250000,0",1,1,Erick,avista,"250000,0"
206.375.894-83,14:05,06/02/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
928.401.637-13,09:08,21/09/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
528.601.743-62,16:02,21/03/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
640.158.237-53,12:58,11/08/2023,BYD Tang,"300000,0",1,1,Lucas,parcelado,"300000,0"
683.251.947-82,10:07,09/06/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
640.158.237-53,21:54,01/01/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
241.573.680-53,12:27,30/11/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
634.087.195-00,14:22,22/01/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
819.762.035-03,15:41,05/01/2023,BYD Song Pro,"250000,0",1,2,Gabriel,parcelado,"250000,0"
689.315.047-48,14:40,22/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,avista,"180000,0"
604.182.793-22,12:16,30/08/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
456.018.273-62,21:11,05/12/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
072.863.149-04,20:28,26/01/2023,BYD Song Pro,"250000,0",1,1,Gabriel,parcelado,"250000,0"
749.218.653-37,19:00,18/05/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,avista,"180000,0"
391.802.476-87,15:49,08/01/2023,BYD e5,"220000,0",1,1,Gabriel,avista,"220000,0"
239.784.605-56,13:41,25/01/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
316.425.798-82,19:09,23/12/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
074.832.659-65,14:29,28/08/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
513.087.946-57,15:55,18/12/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
938.247.651-28,22:57,07/04/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
192.568.403-24,09:57,06/03/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
632.701.854-80,08:28,14/01/2023,BYD Song Pro,"250000,0",1,1,Gabriel,avista,"250000,0"
156.837.492-55,08:04,16/01/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
528.640.739-00,15:06,14/05/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
025.497.316-70,14:03,04/04/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
912.367.405-99,08:20,24/01/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
125.346.980-60,16:56,14/03/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
073.194.586-75,11:22,11/01/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
691.248.035-70,09:16,26/11/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
829.614.075-67,12:36,14/08/2023,BYD Song Pro,"250000,0",1,2,Lucas,avista,"250000,0"
957.126.384-28,16:04,01/06/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
820.394.176-13,19:20,22/02/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
029.815.736-59,16:07,14/07/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
316.748.250-80,09:03,08/07/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
723.605.819-02,10:16,14/11/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,avista,"200000,0"
591.403.672-07,08:51,11/11/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
742.618.509-58,21:35,19/12/2023,BYD Song Pro,"250000,0",1,2,Vinicius,avista,"250000,0"
958.607.342-47,08:10,27/02/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
412.805.976-58,15:52,02/08/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
264.015.739-61,10:40,21/05/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
628.473.095-00,20:55,01/02/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
574.386.120-07,14:56,10/12/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
427.803.615-90,21:24,20/11/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
426.513.879-91,14:48,14/01/2023,BYD Qin Pro,"200000,0",1,2,Lucas,parcelado,"200000,0"
892.657.310-95,14:16,16/01/2023,BYD Song Pro,"250000,0",1,2,Mateus,parcelado,"250000,0"
706.985.213-40,09:57,07/12/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
982.715.036-77,13:04,09/01/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
587.346.912-19,14:45,29/01/2023,BYD Qin Pro,"200000,0",1,2,Lucas,parcelado,"200000,0"
916.740.538-00,15:20,19/02/2023,BYD Tang,"300000,0",1,2,Eduardo,parcelado,"300000,0"
823.510.764-35,21:01,12/02/2023,BYD Tang,"300000,0",1,2,Theodoro,parcelado,"300000,0"
412.607.389-22,20:46,21/02/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
203.561.478-35,15:34,03/07/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
271.349.058-88,09:54,21/02/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
109.546.378-01,21:12,04/12/2023,BYD Tang,"300000,0",1,1,Erick,avista,"300000,0"
427.139.605-25,13:36,10/12/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
765.318.240-26,10:58,14/11/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
285.104.973-97,13:18,26/06/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
981.073.642-87,09:04,06/02/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
137.804.295-60,15:17,23/03/2023,BYD Song Pro,"250000,0",1,1,Mateus,avista,"250000,0"
271.690.435-99,10:24,12/01/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
648.015.973-00,09:23,14/11/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
596.127.083-12,12:40,30/08/2023,BYD Song Pro,"250000,0",1,1,Eduardo,parcelado,"250000,0"
586.473.901-48,10:27,18/06/2023,BYD e5,"220000,0",1,2,Vinicius,parcelado,"220000,0"
574.916.230-34,10:10,27/12/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
194.568.270-11,19:11,03/08/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
071.458.396-01,19:14,30/11/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
732.845.069-00,16:31,04/07/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
068.714.352-71,09:06,12/01/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
731.490.852-41,13:34,17/08/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
250.416.987-67,16:34,04/05/2023,BYD Song Pro,"250000,0",1,2,Erick,parcelado,"250000,0"
325.174.908-05,10:07,21/01/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
925.314.876-46,09:50,01/02/2023,BYD Song Pro,"250000,0",1,1,Erick,parcelado,"250000,0"
392.047.851-79,22:39,25/11/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
058.941.237-04,11:54,01/03/2023,BYD Qin Pro,"200000,0",1,1,Erick,avista,"200000,0"
973.418.026-69,09:32,30/09/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
415.062.937-43,16:34,24/01/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
286.190.574-30,10:45,10/01/2023,BYD e5,"220000,0",1,2,Antônio,avista,"220000,0"
652.318.749-73,18:42,24/04/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
907.183.456-57,10:17,10/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
738.162.940-22,12:37,10/07/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,avista,"180000,0"
236.840.751-08,10:01,17/12/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
526.173.098-86,08:27,13/03/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
145.637.298-09,12:20,04/03/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
541.026.837-71,16:44,18/08/2023,BYD Song Pro,"250000,0",1,1,Gabriel,parcelado,"250000,0"
635.941.087-75,22:46,22/07/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
015.749.638-48,14:10,11/03/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
124.683.079-50,20:36,24/01/2023,BYD Song Pro,"250000,0",1,2,Gabriel,parcelado,"250000,0"
658.140.932-42,09:49,16/02/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
724.308.951-88,16:39,18/09/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
821.340.569-24,08:43,04/01/2023,BYD Tang,"300000,0",1,2,Mateus,avista,"300000,0"
039.587.421-14,20:03,29/06/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
357.948.210-60,20:48,13/12/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
481.652.079-11,22:13,18/12/2023,BYD Qin Pro,"200000,0",1,2,Mateus,avista,"200000,0"
328.649.051-24,16:03,08/01/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
296.158.074-94,22:29,14/11/2023,BYD e5,"220000,0",1,2,Vinicius,parcelado,"220000,0"
408.231.695-70,11:40,20/12/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
432.160.598-98,17:16,29/04/2023,BYD Tang,"300000,0",1,2,Vinicius,parcelado,"300000,0"
587.624.301-90,20:17,13/01/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
327.460.589-10,14:55,17/01/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,avista,"180000,0"
705.986.243-92,19:27,06/03/2023,BYD e5,"220000,0",1,2,Vinicius,avista,"220000,0"
652.341.079-06,21:03,19/12/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
562.741.390-52,22:45,09/01/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
029.437.815-41,18:58,17/12/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
798.423.160-50,20:24,29/09/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
381.260.547-35,21:32,27/01/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
459.601.832-42,17:23,02/06/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,avista,"180000,0"
759.340.682-29,12:07,02/12/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
278.934.061-78,13:37,03/06/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
027.841.953-41,14:59,13/01/2023,BYD Song Pro,"250000,0",1,1,Eduardo,avista,"250000,0"
205.968.714-49,18:25,01/02/2023,BYD Song Pro,"250000,0",1,1,Gabriel,avista,"250000,0"
519.704.268-02,11:49,27/11/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
283.750.694-00,16:13,24/07/2023,BYD Qin Pro,"200000,0",1,2,Eduardo,parcelado,"200000,0"
132.867.594-73,13:25,13/01/2023,BYD Song Pro,"250000,0",1,2,Antônio,avista,"250000,0"
659.371.042-34,19:32,07/06/2023,BYD e5,"220000,0",1,2,Antônio,avista,"220000,0"
064.395.187-39,10:54,22/01/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
067.325.194-25,15:18,27/02/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
381.075.246-08,21:34,12/12/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
710.435.286-44,10:36,17/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
705.432.698-92,08:15,19/04/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
694.310.287-78,09:59,29/08/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
197.284.650-76,18:46,01/05/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
739.408.526-00,19:57,21/01/2023,BYD Song Pro,"250000,0",1,2,Erick,parcelado,"250000,0"
580.167.923-59,11:23,05/06/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
265.934.710-70,11:34,21/04/2023,BYD Song Pro,"250000,0",1,1,Erick,parcelado,"250000,0"
415.268.907-20,20:38,23/03/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,avista,"200000,0"
819.052.364-33,13:16,13/01/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
519.786.204-11,21:22,04/11/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
921.504.687-94,08:53,24/02/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
650.218.347-62,08:07,19/04/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
501.496.372-25,13:20,10/04/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
378.964.501-00,15:33,20/05/2023,BYD e5,"220000,0",1,1,Theodoro,avista,"220000,0"
563.290.784-83,14:20,24/04/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
856.710.392-40,10:28,25/01/2023,BYD Tang,"300000,0",1,2,Vinicius,parcelado,"300000,0"
589.214.370-88,15:30,29/01/2023,BYD Yuan Pro,"180000,0",1,2,Erick,avista,"180000,0"
758.203.961-03,10:13,27/11/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,avista,"180000,0"
351.920.786-95,21:32,19/07/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
139.450.862-05,15:37,05/09/2023,BYD e5,"220000,0",1,2,Vinicius,parcelado,"220000,0"
563.094.782-65,08:08,09/12/2023,BYD Qin Pro,"200000,0",1,1,Erick,avista,"200000,0"
802.694.351-15,13:07,16/06/2023,BYD Yuan Pro,"180000,0",1,1,Erick,avista,"180000,0"
092.381.754-97,18:33,12/07/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,avista,"180000,0"
430.675.182-17,17:38,03/01/2023,BYD e5,"220000,0",1,2,Gabriel,avista,"220000,0"
802.345.961-98,08:00,03/12/2023,BYD e5,"220000,0",1,1,Mateus,avista,"220000,0"
104.326.975-43,08:35,30/07/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
754.028.163-44,21:09,06/03/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
651.293.470-99,14:06,07/02/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
618.927.435-82,12:36,14/01/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
706.892.541-30,13:49,05/01/2023,BYD e5,"220000,0",1,1,Eduardo,avista,"220000,0"
935.870.461-66,14:34,13/03/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
782.310.649-31,09:58,26/07/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
631.750.492-06,10:22,27/06/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
415.639.027-61,12:50,21/01/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
157.098.342-97,19:21,17/02/2023,BYD Song Pro,"250000,0",1,1,Gabriel,avista,"250000,0"
670.425.813-26,19:56,19/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
756.429.103-61,21:39,16/08/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,avista,"180000,0"
695.203.147-25,22:01,08/05/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
196.853.427-09,08:45,30/03/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
043.917.526-70,09:13,29/12/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
974.051.328-04,12:49,11/04/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
458.962.301-33,08:36,16/12/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
817.345.069-20,19:41,07/01/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
590.278.463-83,16:34,24/12/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
065.318.724-62,18:56,11/08/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
451.730.269-52,08:56,09/07/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
456.938.102-24,10:24,17/09/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,parcelado,"200000,0"
368.247.510-90,18:52,29/01/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
671.805.942-02,09:52,06/02/2023,BYD e5,"220000,0",1,2,Theodoro,avista,"220000,0"
692.085.713-86,13:23,16/02/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,parcelado,"200000,0"
538.741.902-50,21:53,03/11/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
628.305.917-12,19:05,02/01/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
134.068.572-80,16:13,11/01/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
215.904.367-25,19:18,11/04/2023,BYD Tang,"300000,0",1,1,Erick,avista,"300000,0"
604.329.187-87,14:50,07/11/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
502.419.637-61,13:44,29/05/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
527.416.308-44,10:54,12/02/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
705.142.863-26,17:10,06/11/2023,BYD Song Pro,"250000,0",1,2,Theodoro,avista,"250000,0"
098.473.256-00,13:26,23/02/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
948.167.302-22,16:07,21/12/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,avista,"180000,0"
613.752.094-34,08:34,26/01/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,avista,"200000,0"
546.703.912-16,17:10,05/12/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,parcelado,"200000,0"
845.062.317-08,12:45,03/01/2023,BYD Tang,"300000,0",1,2,Vinicius,parcelado,"300000,0"
895.731.420-23,14:22,27/12/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
826.530.179-03,09:47,26/01/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
295.364.178-55,18:28,16/03/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
651.324.809-42,16:27,01/01/2023,BYD Song Pro,"250000,0",1,1,Lucas,avista,"250000,0"
491.632.578-82,17:04,18/11/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
490.672.318-78,08:40,03/02/2023,BYD Song Pro,"250000,0",1,2,Antônio,parcelado,"250000,0"
328.649.051-24,10:16,16/11/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,avista,"180000,0"
634.519.708-48,18:06,27/11/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
502.419.637-61,12:42,09/08/2023,BYD Tang,"300000,0",1,2,Antônio,parcelado,"300000,0"
460.781.529-20,21:18,18/09/2023,BYD Qin Pro,"200000,0",1,1,Lucas,avista,"200000,0"
523.086.719-12,14:00,12/01/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
846.290.571-02,19:55,04/02/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
682.370.951-03,19:03,26/06/2023,BYD Tang,"300000,0",1,2,Theodoro,parcelado,"300000,0"
420.891.536-60,13:06,04/02/2023,BYD Qin Pro,"200000,0",1,2,Eduardo,parcelado,"200000,0"
025.497.316-70,12:12,25/01/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
358.240.796-92,17:54,18/01/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
295.764.310-34,09:47,18/03/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
581.326.970-30,15:48,13/06/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
857.249.163-55,11:31,04/06/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
805.719.264-01,10:07,23/08/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
196.420.783-50,18:38,26/06/2023,BYD Tang,"300000,0",1,1,Vinicius,parcelado,"300000,0"
748.912.053-50,10:41,15/02/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
540.876.312-90,15:08,10/12/2023,BYD Song Pro,"250000,0",1,1,Eduardo,parcelado,"250000,0"
654.709.321-25,13:31,09/11/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
970.864.512-58,18:12,19/08/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
736.150.942-80,19:58,13/09/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
512.360.874-53,20:36,16/02/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
749.568.120-94,12:56,25/07/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
608.359.472-38,16:45,12/01/2023,BYD Tang,"300000,0",1,2,Antônio,parcelado,"300000,0"
406.153.879-93,10:32,26/11/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
475.692.813-73,09:25,14/01/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
425.731.089-88,19:38,03/01/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
051.472.938-41,16:16,08/11/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
039.754.126-07,13:47,13/02/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
349.167.850-10,08:53,19/04/2023,BYD Qin Pro,"200000,0",1,1,Lucas,parcelado,"200000,0"
691.875.430-01,11:28,09/05/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
489.726.350-65,19:17,12/01/2023,BYD Qin Pro,"200000,0",1,2,Eduardo,parcelado,"200000,0"
658.730.421-44,12:05,13/03/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
831.750.942-79,11:06,05/01/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
592.461.370-43,20:09,15/01/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
265.907.183-77,21:01,06/09/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
516.790.483-84,13:56,19/01/2023,BYD Song Pro,"250000,0",1,2,Mateus,avista,"250000,0"
426.098.351-24,08:42,11/12/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
417.263.809-04,08:11,16/04/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
230.467.951-06,21:22,04/04/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
871.543.209-23,13:42,20/09/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
504.618.793-01,22:45,23/11/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
587.016.329-30,13:44,01/01/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
631.509.487-20,20:42,18/05/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
718.324.069-03,10:51,24/03/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
318.695.742-73,21:21,12/02/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
502.816.473-80,19:51,02/09/2023,BYD Tang,"300000,0",1,2,Mateus,parcelado,"300000,0"
718.324.069-03,10:59,12/05/2023,BYD Qin Pro,"200000,0",1,2,Lucas,parcelado,"200000,0"
